payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
sábado,7000000095733718,7000000095733726,196.27,216.27,351186798808590,1
domingo,7000000095733783,7000000095733866,315.85,335.85,351186798810398,1
lunes,7000000095733940,7000000095734013,239.02,259.02,351235480950689,1
martes,7000000095734054,7000000095734112,239.02,259.02,351235480967071,1
miércoles,7000000095734179,7000000095734260,239.02,259.02,351235480969945,1
jueves,7000000095734310,7000000095734369,108.53,128.53,351235481267315,1
viernes,7000000095734385,7000000095734419,148.88,168.88,351235481267927,1
sábado,7000000095734476,7000000095734534,255.90,275.90,351235481267968,1
domingo,7000000095734591,7000000095734633,148.88,168.88,351235481277421,1
lunes,7000000095734682,7000000095734815,190.87,210.87,351235481320031,1
martes,7000000095734831,7000000095734849,123.50,143.50,351235481321039,1
miércoles,7000000095734856,7000000095734906,164.67,184.67,351235481325170,1
jueves,7000000095734922,7000000095734955,239.02,259.02,351235481333323,1
viernes,7000000095734989,7000000095735036,239.02,259.02,351235481344296,1
sábado,7000000095735069,7000000095735127,239.02,259.02,351235481344437,1
domingo,7000000095735168,7000000095735184,239.02,259.02,351235481637368,1
lunes,7000000095735234,7000000095735309,239.02,259.02,351235481638580,1
martes,7000000095735341,7000000095735390,239.02,259.02,351235481644158,1
miércoles,7000000095735424,7000000095735473,239.02,259.02,351235481644190,1
jueves,7000000095736729,7000000095736794,239.02,259.02,351235481917349,1
viernes,7000000095736844,7000000095736885,203.02,223.02,351235481987359,1
sábado,7000000095736943,7000000095736976,87.01,107.01,351235481989009,1
domingo,7000000095737016,7000000095737081,224.55,244.55,351235481989835,1
lunes,7000000095737123,7000000095737164,127.25,147.25,351235481992516,1
martes,7000000095737222,7000000095737305,87.01,107.01,351235481992599,1
miércoles,7000000095737370,7000000095737438,239.02,259.02,351235481994157,1
jueves,7000000095737495,7000000095737552,167.01,187.01,351235481994769,1
viernes,7000000095815143,7000000095815184,161.49,181.49,352416460210844,1
sábado,7000000095737628,7000000095737677,203.02,223.02,351235481996038,1
domingo,7000000095737693,7000000095737743,168.42,188.42,351235481996202,1
lunes,7000000095737776,7000000095737800,203.02,223.02,351235482007298,1
martes,7000000095737859,7000000095737867,164.67,184.67,351235482008312,1
miércoles,7000000095737891,7000000095737958,108.53,128.53,351235482010680,1
jueves,7000000095737982,7000000095738030,239.02,259.02,351235482022032,1
viernes,7000000095738071,7000000095738154,239.02,259.02,351235482054704,1
sábado,7000000095738238,7000000095738246,239.02,259.02,351235482060875,1
domingo,7000000095738279,7000000095738337,239.02,259.02,351235482060891,1
lunes,7000000095738386,7000000095738428,239.02,259.02,351235482061139,1
martes,7000000095738451,7000000095738543,239.02,259.02,351235482068712,1
viernes,7000000095738642,7000000095738709,239.02,259.02,351235482068746,1
sábado,7000000095738741,7000000095738782,239.02,259.02,351235482068910,1
domingo,7000000095738832,7000000095738873,239.02,259.02,351235482068985,1
lunes,7000000095738899,7000000095738907,239.02,259.02,351235482069074,1
martes,7000000095738923,7000000095738956,164.67,184.67,351235482140180,1
miércoles,7000000095740333,7000000095740366,224.55,244.55,351235482148910,1
jueves,7000000095740440,7000000095740473,108.53,128.53,351235482159842,1
viernes,7000000095740515,7000000095740564,190.87,210.87,351235482160485,1
sábado,7000000095740606,7000000095740663,148.88,168.88,351235482168223,1
domingo,7000000095740705,7000000095740747,224.55,244.55,351235482169031,1
lunes,7000000095740788,7000000095740879,167.01,187.01,351235482169247,1
martes,7000000095740945,7000000095740994,87.01,107.01,351235482169544,1
miércoles,7000000095741026,7000000095741091,190.87,210.87,351235483356587,1
jueves,7000000095815960,7000000095816018,98.12,118.12,352432211736235,1
viernes,7000000095741125,7000000095741208,203.02,223.02,351235483357940,1
sábado,7000000095741281,7000000095741323,203.02,223.02,351235483358179,1
domingo,7000000095741356,7000000095741380,164.67,184.67,351235483358245,1
lunes,7000000095741398,7000000095741406,239.02,259.02,351235483362949,1
martes,7000000095741448,7000000095741489,239.02,259.02,351235483363476,1
miércoles,7000000095741562,7000000095741570,87.01,107.01,351235483519044,1
jueves,7000000095741612,7000000095741638,224.55,244.55,351235483531304,1
viernes,7000000095741679,7000000095741711,123.50,143.50,351235483622806,1
sábado,7000000095741752,7000000095741802,224.55,244.55,351235483623374,1
domingo,7000000095741869,7000000095741877,239.02,259.02,351235483626518,1
lunes,7000000095741927,7000000095741976,239.02,259.02,351235483627284,1
martes,7000000095741992,7000000095742016,239.02,259.02,351235483628944,1
miércoles,7000000095742057,7000000095742099,239.02,259.02,351235483629447,1
jueves,7000000095742131,7000000095742180,239.02,259.02,351235483629561,1
viernes,7000000095742255,7000000095742289,239.02,259.02,351235483633530,1
sábado,7000000095742305,7000000095742370,239.02,259.02,351235483633548,1
domingo,7000000095742388,7000000095742438,239.02,259.02,351235483634124,1
lunes,7000000095743782,7000000095743832,196.86,216.86,351251523611652,1
martes,7000000095743881,7000000095743915,430.71,450.71,351285620562894,1
miércoles,7000000095743956,7000000095744012,360.98,380.98,351285620729873,1
jueves,7000000095744020,7000000095744046,315.85,335.85,351285620887051,1
viernes,7000000095744087,7000000095744111,323.03,343.03,351285620895138,1
sábado,7000000095744145,7000000095744194,347.44,367.44,351285620932956,1
domingo,7000000095744251,7000000095744269,315.85,335.85,351285620958902,1
lunes,7000000095744277,7000000095744319,430.71,450.71,351285620959454,1
martes,7000000095744350,7000000095744392,473.78,493.78,351285620960551,1
miércoles,7000000095744418,7000000095744467,236.89,256.89,351285621111634,1
jueves,7000000095939430,7000000095939505,261.49,281.49,354314906232720,1
viernes,7000000095744491,7000000095744541,430.71,450.71,351285621111709,1
sábado,7000000095744574,7000000095744665,193.82,213.82,351285621111725,1
domingo,7000000095744780,7000000095744830,315.85,335.85,351285621111766,1
lunes,7000000095744954,7000000095745035,430.71,450.71,351285621615089,1
martes,7000000095745076,7000000095745142,602.99,622.99,351285621615113,1
miércoles,7000000095745209,7000000095745266,323.03,343.03,351285621630252,1
jueves,7000000095745316,7000000095745357,430.71,450.71,351285621633553,1
viernes,7000000095745399,7000000095745415,315.85,335.85,351285621634692,1
sábado,7000000095745431,7000000095745514,236.89,256.89,351285621635749,1
domingo,7000000095745621,7000000095745654,323.03,343.03,351285621637364,1
lunes,7000000095745704,7000000095745738,315.85,335.85,351285621743907,1
martes,7000000095745761,7000000095745829,315.85,335.85,351285621744020,1
miércoles,7000000095745860,7000000095745928,315.85,335.85,351285621744137,1
jueves,7000000095747213,7000000095747270,430.71,450.71,351285621751025,1
viernes,7000000095747387,7000000095747403,430.71,450.71,351285621758947,1
sábado,7000000095747429,7000000095747452,315.85,335.85,351285621761305,1
domingo,7000000095747502,7000000095747536,602.99,622.99,351285621761362,1
lunes,7000000095747544,7000000095747585,193.82,213.82,351285621761669,1
martes,7000000095747619,7000000095747668,236.89,256.89,351285621766619,1
miércoles,7000000095747684,7000000095747718,270.72,290.72,351406750245916,1
jueves,7000000095747734,7000000095747759,178.82,198.82,351406750333845,1
viernes,7000000095747858,7000000095747882,223.05,243.05,351406750334074,1
sábado,7000000095747932,7000000095747973,270.72,290.72,351406750354932,1
domingo,7000000095748039,7000000095748104,315.85,335.85,351406750355897,1
lunes,7000000095748146,7000000095748195,178.82,198.82,351406750355905,1
martes,7000000095748260,7000000095748302,178.82,198.82,351406750356010,1
miércoles,7000000095748310,7000000095748328,223.05,243.05,351406750382784,1
jueves,7000000095748336,7000000095748369,338.42,358.42,351406750397949,1
viernes,7000000095748401,7000000095748476,338.42,358.42,351406750399838,1
sábado,7000000095748542,7000000095748617,203.04,223.04,351406750401048,1
domingo,7000000095748641,7000000095748690,315.85,335.85,351406750401089,1
lunes,7000000095748724,7000000095748765,315.85,335.85,351406750401899,1
martes,7000000095748849,7000000095748898,338.42,358.42,351406750401998,1
miércoles,7000000095748922,7000000095748948,203.04,223.04,351406750402640,1
jueves,7000000095748989,7000000095749078,338.42,358.42,351406750404679,1
viernes,7000000095749110,7000000095749136,315.85,335.85,351406750406252,1
sábado,7000000095749169,7000000095749219,276.88,296.88,351406750406625,1
domingo,7000000095750340,7000000095750423,270.72,290.72,351406750406971,1
lunes,7000000095750472,7000000095750498,338.42,358.42,351406750407326,1
martes,7000000095750555,7000000095750589,430.71,450.71,351406750409199,1
miércoles,7000000095750621,7000000095750662,338.42,358.42,351406750409926,1
jueves,7000000095750696,7000000095750746,253.81,273.81,351406750410486,1
viernes,7000000095750795,7000000095750829,166.13,186.13,351406750751327,1
sábado,7000000095750878,7000000095750936,338.42,358.42,351406750786323,1
domingo,7000000095750985,7000000095751033,270.72,290.72,351406750788733,1
lunes,7000000095751074,7000000095751108,207.66,227.66,351406750790168,1
martes,7000000095751165,7000000095751223,166.13,186.13,351406750801353,1
miércoles,7000000095751306,7000000095751371,207.66,227.66,351406750806329,1
jueves,7000000095751413,7000000095751470,270.72,290.72,351406750806493,1
viernes,7000000095751504,7000000095751546,323.03,343.03,351406750806824,1
sábado,7000000095751595,7000000095751637,207.66,227.66,351406750808994,1
domingo,7000000095751660,7000000095751702,430.71,450.71,351406750809364,1
lunes,7000000095751744,7000000095751793,223.05,243.05,351406750810875,1
martes,7000000095751827,7000000095751868,166.13,186.13,351406750810891,1
miércoles,7000000095751892,7000000095751918,338.42,358.42,351406750933081,1
jueves,7000000095751942,7000000095751975,203.04,223.04,351406750935128,1
viernes,7000000095752106,7000000095752171,338.42,358.42,351406752919419,1
sábado,7000000095752247,7000000095752296,369.17,389.17,351406752926620,1
domingo,7000000095752346,7000000095752395,369.17,389.17,351406753636202,1
lunes,7000000095752460,,275.00,,351460450016846,1
martes,7000000095752551,,275.00,,351460450017307,1
miércoles,7000000095754003,,275.00,,351460450037941,1
jueves,7000000095754045,,259.00,,351460450043634,1
viernes,7000000095754094,7000000095754128,155.66,175.66,351460450044509,1
sábado,7000000095754151,,275.00,,351460450050860,1
domingo,7000000095754193,7000000095754276,64.36,84.36,351536630313441,1
lunes,7000000095754367,7000000095754383,94.12,114.12,351536632871354,1
martes,7000000095754409,7000000095754458,124.57,144.57,351536633545544,1
miércoles,7000000095754532,7000000095754599,166.09,186.09,351536633546567,1
jueves,7000000095754631,7000000095754763,182.10,202.10,351536633991565,1
viernes,7000000095754821,7000000095754896,182.10,202.10,351536633992837,1
sábado,7000000095754953,7000000095754995,182.10,202.10,351536634106650,1
domingo,7000000095755075,7000000095755133,270.72,290.72,351630940942500,1
lunes,7000000095755166,7000000095755190,283.02,303.02,351736900115381,1
martes,7000000095755265,7000000095755349,207.54,227.54,351736900116587,1
miércoles,7000000095755372,7000000095755430,207.54,227.54,351736900117189,1
jueves,7000000095755471,7000000095755521,212.26,232.26,351736900118781,1
viernes,7000000095755547,7000000095755588,270.71,290.71,351736900118823,1
sábado,7000000095755612,,269.31,,351736900118849,1
domingo,7000000095755661,7000000095755711,509.43,529.43,351736900119953,1
lunes,7000000095755745,7000000095755802,174.53,194.53,351736900120175,1
martes,7000000095755869,,269.31,,351736900120233,1
miércoles,7000000095755893,7000000095755935,396.22,416.22,351736900120332,1
jueves,7000000095755984,7000000095756008,207.54,227.54,351736900120373,1
viernes,7000000095756024,,269.31,,351736900120480,1
sábado,7000000095756081,7000000095756107,283.02,303.02,351736900123476,1
domingo,7000000095756891,7000000095756941,207.54,227.54,351736900123526,1
lunes,7000000095756982,7000000095757055,212.26,232.26,351736900123567,1
martes,7000000095757105,,269.31,,351736900123575,1
miércoles,7000000095757139,7000000095757204,283.02,303.02,351736900124979,1
jueves,7000000095757212,7000000095757287,207.54,227.54,351736900126001,1
viernes,7000000095757345,7000000095757394,509.43,529.43,351736900132139,1
sábado,7000000095757428,7000000095757444,283.02,303.02,351736900132386,1
domingo,7000000095757485,7000000095757501,283.02,303.02,351736900133434,1
lunes,7000000095757535,7000000095757550,207.54,227.54,351736900133483,1
martes,7000000095757600,7000000095757634,283.02,303.02,351736900135314,1
miércoles,7000000095757675,7000000095757725,283.02,303.02,351736900135363,1
jueves,7000000095757766,7000000095757774,212.26,232.26,351736900135371,1
viernes,7000000095757816,7000000095757865,207.54,227.54,351736900137211,1
sábado,7000000095757907,7000000095757964,283.02,303.02,351736900137229,1
domingo,7000000095758012,7000000095758061,155.66,175.66,351736900137260,1
lunes,7000000095758111,7000000095758152,207.54,227.54,351736900137559,1
martes,7000000095758210,,269.00,,351736900401740,1
miércoles,7000000095758293,7000000095758319,207.54,227.54,351736900401930,1
jueves,7000000095758376,7000000095758400,207.54,227.54,351736900402136,1
viernes,7000000095758459,7000000095758467,207.54,227.54,351736900403746,1
sábado,7000000095758509,7000000095758541,207.54,227.54,351736900405980,1
domingo,7000000095758574,7000000095758616,127.36,147.36,351736900406608,1
lunes,7000000095758673,7000000095758707,207.54,227.54,351736900406673,1
martes,7000000095758715,7000000095758756,155.66,175.66,351736900406707,1
miércoles,7000000095758780,7000000095758798,207.54,227.54,351736900407168,1
jueves,7000000095760299,7000000095760331,207.54,227.54,351736900407408,1
viernes,7000000095760380,,269.31,,351736900409560,1
sábado,7000000095760471,7000000095760489,155.66,175.66,351736900409586,1
domingo,7000000095760547,7000000095760562,207.54,227.54,351736900409743,1
lunes,7000000095760620,7000000095760661,212.26,232.26,351736900410683,1
martes,7000000095760711,7000000095760745,207.54,227.54,351736900423629,1
miércoles,7000000095760760,7000000095760802,509.43,529.43,351736900427711,1
jueves,7000000095760869,7000000095760919,207.54,227.54,351736900437553,1
viernes,7000000095760950,7000000095761040,283.02,303.02,351736900437595,1
